sequence_id,forward,reverse,score
2987b7ffb49f15ee1b66ba7d726acd6df554b11da1856f83e4fec804ed33aac0,-267.9696134030819,-273.80806374549866,-270.8888385742903
29898dbc6d168f308adcad702212568dbeb45c94f8606b4f148a8634c92554c6,-256.5639972686768,-255.53982284665108,-256.0519100576639
298aec52557f39d95676df4ffaccbb719df63e76043c03dd358ae5caa5244bc4,-234.6866235435009,-233.187243193388,-233.93693336844444
29911d7622c46aa39188bc018b48e0309a0da6d4c899df5c2c13f97ea8f6ed21,-258.1567216515541,-244.89511513710025,-251.5259183943272
299b10d6897ec5e1bf70c5670e6873989cbf18b7911e6a46f7300f250217038c,-236.4285155236721,-233.735972315073,-235.08224391937256
299b9491b3ccb3d755ce1cb25acba256ca3cff4004e39e74cf9f63c18af6a751,-206.88683515880257,-215.19929263554516,-211.04306389717385
299bec027215a8a3e3c02a4f2acf165a732a766387e1aa535b734365fb75b13d,-206.1298536211252,-206.06537514552477,-206.09761438332495
299bfd470f0948d31c939a2a22967db87c5ded56e787af8c3f27e70791794701,-247.42936637997627,-250.9319912046194,-249.18067879229784
299f2fa6ec50864b1556ab3ca3da0543721eca662f0836165e2fed4bd8b338b3,-260.2554705142975,-258.2636540234089,-259.2595622688532
299f411df9f2324c6c753077dbb290d957b45bac35889ffd4e0ac8578d7eb26b,-248.20671033859253,-248.49751517176628,-248.3521127551794
29ae1e5b3e2ebb0426c3d2a791bfb255a0606e8d7c419afa62cbfa86d949f88c,-270.1290232539177,-266.4136585593224,-268.27134090662
29b541455fb0d6c0a6eed0b4f93fb23b938d96b3b86b37f6c2ff76924d065adc,-251.52520948648453,-251.91840076446533,-251.72180512547493
29b7180d7223591381c2118cff374e9d359efb0658930c60f1612ac1fd14efed,-252.065255433321,-256.6540306210518,-254.3596430271864
29ba6f895653a4d29ddb38d1ddcc9a30ca3dbaba3f1fffdaf6ba7f2508b7f118,-260.37223951518536,-258.4944832921028,-259.4333614036441
29ca7e3c6014b6b848e49af0707b514c64b59f05c4750e6f0a89bbf0a8754942,-261.3550646305084,-263.5215662121773,-262.43831542134285
29d7891e21ceafa52a592f4dc1a925c9bb638495de0b2c199a9d0b3385a1929a,-259.2393343001604,-261.22534297406673,-260.2323386371136
29e0ed8c804bf7df0a32b4deead767104c45f18e99f32ac99e70f309633f2b47,-274.28555858135223,-273.4250274300575,-273.8552930057049
29f61cb0c88eb8949d92c136e2cb5e80e6024d9d1d74fde69233d18dd7612cd9,-217.10521048121157,-226.5592955350876,-221.8322530081496
29fd36e8b963faef727d24ab07f00d22f5400fc8bb813b9001d199735c6b000d,-258.4487094581127,-256.8358999788761,-257.6423047184944
2a04a76a1e8b24f4adad167dc232a12fe99fd44cfca44cc74f6cd2919b13a366,-277.93504095077515,-278.6419930458069,-278.288516998291
2a0e7cdd7c54ed233e5d2717dd883466fe25d2c6a27c849ca4a9c3e2dec10c65,-133.78096845559776,-132.2014907100238,-132.99122958281075
2a1246210ea4d436d2b40ce9b8a8e416b6c72250c3dd41df5b2e122b2d453237,-250.8321281671524,-256.7073113024235,-253.76971973478797
2a1b609ab84d175f4e3342f0b01b0ce935a0a408134630750502f9a3020db41d,-216.05943546444175,-224.2013303935528,-220.13038292899728
2a218e8ae46a29e0165d18ff4dd56f1b6a09feded32e63490499c49959e8afd7,-270.5078690648079,-266.1743577718735,-268.3411134183407
2a2d194177704b04ab04136393c23cb6ea0913b9b8a1a09850b99303d44b54a6,-257.93933376669884,-262.20396918058395,-260.0716514736414
2a33da004d8ee4e9b78af64ce402820e5d4dbd19206838db446ce031c62bd262,-266.10934868454933,-265.1350197196007,-265.622184202075
2a34ae9836139f4c9f70cef058fa68d40cb3cd45464b0b4f8a096e287525ac86,-247.8110448271036,-248.35027558356524,-248.0806602053344
2a3600032365b58d499c8e77c8fbe71baae08e141a3361a21d77aa5c89bd5fd5,-95.01430221740156,-90.12840293510816,-92.57135257625488
2a364f1c64c6d33659a1b4656dc4fb803debc6d44f47c469233ad41714042c56,-245.55175122618675,-246.16292959451675,-245.85734041035172
2a385eea5c8e327f4aad1e1b76faf725a200bd6b07438dfa2fa2fd8bfb24a043,-264.1091710925102,-261.9356139302254,-263.0223925113678
2a3eed49aa266c45495e28df3b8b37347cb031db5b1942e4579d295eb950077b,-231.72943948209289,-230.30828174948687,-231.0188606157899
2a460b5b455b2553afedbc8fe99df56719df207c2ce1ea2750444133b49c1774,-98.47617069724949,-87.02815290633589,-92.75216180179268
2a467ed47ba12b1b9f52326cf10c4c9d66cbd44a2cf6f63647da1cfdc30e8914,-268.64488542079926,-261.5641666352749,-265.10452602803707
2a571ce0abef57d182fd038afc741aeb80cf9a189555c61737affcc7b466dc96,-196.44604479521516,-200.539187733084,-198.49261626414955
2a5f068d7e5b58296557a7c6244a5ff1857daaf2b1f3a15a01be5f6819bac643,-265.1134724840522,-267.6130035966635,-266.3632380403578
2a6288c3e647bbbb53df58a36ece4d86f02d5b31a1581ffe576a8d464f7dae4e,-269.05404222011566,-266.3183778524399,-267.68621003627777
2a629ee80322c3ba73c0ced8196aea91edf0f8b6a53ebdfd373cd6e7d6d25698,-285.1082738637924,-287.5074100494385,-286.30784195661545
2a63f313d017f5ae1751af9bcc561818cabb2a73348962c850f78cebbf0837d9,-262.6368128657341,-271.31905829906464,-266.97793558239937
2a671b34286d1bbf746b7e9951d592deba3616443d2961c3f533a5490d68f3ea,-258.51783184707165,-253.0045437067747,-255.7611877769232
2a6e79f7518d027bcffdbe873418e687cec111012c39e08109db57aabe2b9df9,-279.6357711851597,-258.412661164999,-269.02421617507935
2a71990a50579cbc4539e733fd29f716b850876bfdcae0d4a24aeae62f480698,-214.76244580745697,-215.94877657294276,-215.35561119019985
2a71e2150ef2ae2e4890acdf3c915c5924d9c1d5d0e9a31e490ea94dc687fd8b,-242.26531724631784,-218.46419854462147,-230.3647578954697
2a7af108d698df5dd51aeb288b1fc3fc476a8514f0196ea7937593b38e2c9d8c,-254.4101333618164,-256.33099579811096,-255.37056457996368
2a83d6ab2d1bb108bd02919c9aedeae02a5666e56b12cadbc06504fd7e7ef1f3,-260.23058065772057,-256.83040088415146,-258.530490770936
2a88095963ff738766065f000787aefd33a447e15fe078f27092e951409fa0c8,-274.3714026212692,-268.5373202562332,-271.4543614387512
2a8c8bf4da10f76e0cd75a1b16782f0f4d0f88cb32f8c965cced3d73b6b6bab1,-229.1071945950389,-220.62115912139416,-224.86417685821647
2a8d17217d4d10d645cb4036d6f0f00398dd611bcdadfd914b641bb88dbff92e,-266.7435225248337,-272.63549888134,-269.68951070308685
2a8f484b8a61c3a8494510ea54446fea65ae4f7ce2cbc31379c7cd0153516193,-278.24778854846954,-275.89850676059723,-277.0731476545334
2a92edbdf227478b226be739a1c98db564d6077695d107b5d85ae036ab7eb124,-243.8445200920105,-237.51443730294704,-240.6794786974788
2aa3b84ba80793e60912ac18c5a647bf0bc9de494051649660058fca2ebe7fcf,-273.1190700531006,-267.897255808115,-270.5081629306078
2ab6a188b37a537f2eb5952231661caa6db3689f7f577e164fb396aca8ba4a93,-278.2903730869293,-267.36337435245514,-272.82687371969223
2abe5f0199732c98a177eac94ca86009f1fa3146d1d17cd766c2eacdd7bb4cf9,-250.15149027109143,-248.6116331219673,-249.3815616965294
2ac79c7d00ea389c32423ee582626f89b094ee60bc9d84b936c85da50acadf5e,-223.54475712776184,-229.46456229686737,-226.5046597123146
2ac7a58c4f20c834370bf3ededcc8aaa04f684e9c3d23c42efb424f99c12f0a1,-138.6392710218206,-140.1342887012288,-139.3867798615247
2acc6427a47420a119242088764e504c98c8b459060d0460d69003e215a07bb9,-241.4341246187687,-244.5756160914898,-243.00487035512924
2ad45b90227854495d1f703dceef4eb0bc3619f07726ce7d0bb880693d30f784,-253.9334248304367,-251.66343039274216,-252.79842761158943
2ae55a5b22d3e77427ff89e37bc67675650fe3cfe7bfab0711818e9225e7534f,-237.1444149911404,-252.12442116439345,-244.6344180777669
2af17fbace391197d20af7c831dd98813488b62f4a85ae9dc080a62eb07e5233,-268.1161349415779,-273.0168585181236,-270.5664967298508
2af420a44e7f25b2c9b8e16f68a4b617f911624d42b6216c44eee01148e105b6,-268.1528258919716,-270.25560000538826,-269.2042129486799
2af757d70809f2680689425af992830b591f72656964695b5b2f2b53d5c6b822,-264.4658640027046,-266.566198348999,-265.5160311758518
2af83e3e6380dcc9b05685e3632a104d072e787260545789df5843a1688bdafb,-250.30805324018,-247.9595883190632,-249.1338207796216
2afbc4c3a6eedc1e702eb4695356bfc1957ca6a5a7770e40f3cb07afb9d224fa,-264.39360439777374,-267.72126269340515,-266.05743354558945
2aff85e4904f598cf84ad055a6b71603aec41ba7cd37a421fa11bfcc700d9823,-275.02345699071884,-269.33823549747467,-272.1808462440968
2b0066f8bb9c0019684f2a54d9d97a2ab5c9ee3c8ee4116f137546eff6d4cccc,-136.0346210822463,-134.3412176799029,-135.1879193810746
2b00c23feab908a8293500153db04e64c040385a357283e9d690b8a8406ab13c,-256.0747308433056,-251.1471082866192,-253.6109195649624
2b00dc2c08f62c3eb6ffaed8f1377f92923566fa90e4fe4089070889b7d389c1,-255.7105758190155,-253.347704321146,-254.5291400700808
2b03196ff323da336d864926acadebca42ec266cc6b0f4c0b9737294009d93d1,-225.57357650995252,-224.14977782964704,-224.8616771697998
2b0401bd3b4bb2d6159bc10f882721999f898c681862216c6a7732c8d28e5a8d,-258.5390231460333,-256.1255528330803,-257.3322879895568
2b040a60eddf8ad711fc89eb491f74fc8ba569316f1bffffa68337139875af8e,-261.2996819615364,-262.519906193018,-261.9097940772772
2b101f197c7e8d41249637b8dc10684c6feb96aba5e0c5b58eb1c2c0ab7e6761,-222.6225950717926,-218.29671975970268,-220.45965741574764
2b21e3e8c7abc1e9bb31d6aaf5d7a35229156daa612375024bad5e17429de764,-265.1275030374527,-263.78708279132843,-264.45729291439056
2b24254e9f5f996ce7304adb4163077c3114a8aed53205c602f67e8d88369bfb,-246.0845155119896,-243.29778349399567,-244.69114950299263
2b249795effc0759440f832c3468a4932c80e8f1d1f76a7ca087a185e35601f8,-252.26816667616367,-261.4633481800556,-256.86575742810965
2b2c442f7d1c2889362eb468871cd331e419f0b7060b92dd7886800f61f0e420,-275.5146362185478,-274.4793059229851,-274.99697107076645
2b37457b37b2431b9c40cb6b21cb7d52beb41a9843e1196dac43e824c570e0ef,-190.7590825110674,-183.56046787276864,-187.159775191918
2b384ed6d7a66d80defe1e9647b58dd25e9ec9dd15f45bb7ccd20eedaca31427,-263.7061306834221,-262.6956498026848,-263.20089024305344
2b3b70b2656fd7abf7df61334211379c3e3bcd2532a4f59af63003309a8b9e93,-138.2292712731287,-135.8268082952127,-137.0280397841707
2b3dfa6117c9757df467d2d003b8fcfb32c38563d11cc308d531d54933d45daf,-274.0500981807709,-273.09143459796906,-273.57076638937
2b4453d9952e34d9882cbf867b77a264d7de8de5f18501d082c409131c530b0e,-161.59619140438735,-163.5655044419691,-162.58084792317825
2b51e96cae15df200c1dc34f1415aca16d4e3cd71974b748374454506a541ef5,-164.53285678196698,-151.946445196867,-158.239650989417
2b546d5c440d1f5a7abcc1318ba48e5828d561079317ad5eb8d606ccd47fce1d,-266.4519652724266,-263.4142917394638,-264.9331285059452
2b5648b31806428a44b2873522b33e997a8a046391797a9bb38cb882148aff8d,-248.5085302591324,-255.3589643836021,-251.9337473213673
2b5edc9feae31e1d37ce44aa3b60e20ce86f03453be14aac10a6b053bcf06f32,-275.8189644217491,-276.92423927783966,-276.3716018497944
2b648047257d695efdcf3e018937f0d5752d4a30e1fe4db8a90b7b45a161a17b,-273.8895022273064,-272.1334474682808,-273.0114748477936
2b6e80265c0e77de55a6dac84fb62fa71f2767b600386e7777d6755c2a847482,-63.04967781668529,-58.94320881227031,-60.9964433144778
2b75e32df56e9eeee9eeb7663bbe3cec8614abf2c95e6277fef81f19bf09d9a4,-260.7885185778141,-262.2893746197224,-261.53894659876823
2b8741941a41a88d621e3cf7f12bee08ae3b6ef0697c1f99100b2b5723ff4e00,-265.77967405319214,-263.49214908480644,-264.6359115689993
2b90963df4059b5a1a3487564c0347f0dd1989670569346ac8d6b4ed46001922,-245.45945758000016,-234.07325277477503,-239.7663551773876
2b912d8a989486cafb2c2afc223d424a1b434ad6b0cf3eb1c8d966b64cf4c685,-241.8955830298364,-243.24741032347083,-242.5714966766536
2b9d83a6c82a062319c2761da4a416ed0b831378969f5cc3ca91cb0761660ce1,-207.881498365663,-209.44708180055025,-208.6642900831066
2ba85364f8bdd632345ab93df37ddd981939d757d7999954b595a769fe4b8e9d,-269.8467184603214,-269.6082664132118,-269.7274924367666
2bab8f0f17c9a35b32ce4c06fa35768beb99be8fc09cac738f880627276f2419,-279.0164720416069,-275.42619502544403,-277.22133353352547
2bbc31bc1028577ef1a4afc4cf8ce1ea4aac8c919aa64df2da626b46df3183a7,-256.0153163075447,-256.40095776319504,-256.2081370353699
2bc489c2299952d848fd723d09897c98faf01af2a1b8ffd0c3707e325a57927e,-266.4900614619255,-260.93329222500324,-263.7116768434644
2bc763d45b2577b0c712f7a44c956c01b75691c7839f4b1da59bce5d70e823a6,-212.506445530802,-212.02884489297867,-212.26764521189037
2bc9b10c35561e30506b3ce49968eb46261f1c95d1b56d750f6a9f7de5a65233,-262.7742712497711,-259.9320346713066,-261.35315296053886
2bd88f85e505121363e812ae43d4ac464e9316130047f4cf1b8d05db541e4122,-257.9761664867401,-260.88871163129807,-259.4324390590191
2bd8f4123f844a34f8a217a0ac19293b98fdd6d148617b7594fb75e627c43c3f,-233.1330949664116,-238.04942908883092,-235.59126202762127
2be18a2974487af1e07a4ed154dd18719be080e69b8f73c4cb8c3cc66e1eb60c,-255.218467772007,-261.70480620861053,-258.4616369903088
2be77303a4dd328cf7656b0e93cda8dbeaaeb0a6d56fe854e00e50d6613ff9cc,-205.54724691063169,-205.44668025150892,-205.4969635810703
2be8ed8772b6eab08fb89cfc2636a7519f3327b6c5a501c6a173eee5dae2b385,-247.7759710550308,-250.4824634194374,-249.1292172372341
2bebf3934bf42c0a7039617f114a52066f0c98c1ba86bea7d5483b890d9359a3,-252.86072903871536,-244.67925031483173,-248.76998967677355
2bfa5cc9a1928a13e074396f3e44e46dfa9b08b393c9ec80c5f17702b36c9fbd,-245.98072743415835,-247.20823416858912,-246.5944808013737
2bfa8ee4e15b2493b9d1277fd7e1ed4416ccc225a467d977a121efac8ce068c7,-249.07446438074112,-248.051029920578,-248.5627471506596
2bfb1a1a05cffb482d9e6b282c975edc06369a7858315adf0444cf598dec4b0d,-180.09497105702758,-173.08754002675414,-176.59125554189086
2bfc1fa8325fbe4447fcbd85d56f6b42a56534134325e601480feb4ddb8f3d43,-272.3690639734268,-277.6568020284176,-275.0129330009222
2bfcf85f06458c2b515d6d9d4b905be91248b9703653f31d3d82bdfabb7ac631,-266.17133820056915,-267.1178284883499,-266.64458334445953
2bff549553abe55c29032797830fd5cd1573c2fab40a72e3ed5904617e810433,-281.78239488601685,-277.8032367825508,-279.79281583428383
2c01a1935a9b3c4bfaff1f4f63483210495a2211de6ef49db10b779c8024170c,-243.83733847737312,-243.66872130334377,-243.75302989035845
2c0426f31b00f26713bef6793b07b342f09e1b933384a730d15dbf5b83abbb8a,-266.3185443878174,-269.8643362522125,-268.0914403200149
2c0b606ad29769fdc34a6c81966b01acad96b72a6cd867a486e63c234ae6d830,-266.58137249946594,-262.05935549736023,-264.3203639984131
2c0c94be2b858168423c79e940471dc231601cac5df4fd34431c29e6324ea5de,-260.186265707016,-259.1223682463169,-259.65431697666645
2c143f5a48587c7f02557efd77b9647840207285ce1467d8c55969b1e992242d,-98.2594542367151,-93.82951140939258,-96.04448282305384
2c1e9e677818a7624892fed37e92a52c914b8856d1ccc6b06b5086be3cd90dcc,-246.5217611193657,-247.6513099074364,-247.08653551340103
2c1f67626321484b524a659f846186ae1a092eb172e6468069fa9dac4f22c273,-258.76962553337216,-258.5470098685473,-258.65831770095974
2c2400cdfaf46c6230a63a9103c7286938a5b0dc96a77f61cb1aa7cb404d6ae5,-268.8698871731758,-267.23901802301407,-268.05445259809494
2c2a1651f68e933347f9a34daf12ce28d3c8bcac8d7b20494caec39a2f3677b8,-241.64743496477604,-241.1325240135193,-241.3899794891477
2c312f2538415e92945277859086e53b8733b98cb0051ea68ae87c6fad5e081a,-257.58109498023987,-254.7075760960579,-256.1443355381489
2c3275e53e7ef785c172e684770863fa7e60d40b6f28025142ef6d7a713916e5,-269.208920776844,-266.3032941222191,-267.7561074495316
2c362f578b1c9c43d187c95bd089382f3451130a3847806af1f6155a3d7d2110,-265.7671922445297,-266.04048600792885,-265.9038391262293
2c39dcfb3a716fb4262ff7c463b5d5ea8dc4866e5a866713ff9b441bc5f79166,-284.4502863287926,-274.029268682003,-279.2397775053978
2c3c12dbcd60fee36c8cf12fe13d28ef94a79ffa48614b0eebe4bf59974430d0,-258.3101609647274,-256.1392024904489,-257.2246817275882
2c3e18af088e6f180d43ebc93ffccd1684c45b89092ebf06f28f945c463769a4,-267.9729672074318,-268.16418236494064,-268.0685747861862
2c3fdfb06436bb29726b6b4e4893d73fadc3d4efa84cc8e92904bf5a38347d5c,-191.75417326390743,-170.63434980809689,-181.19426153600216
2c4461441ab09578ee30c24376fb7f2a796ccc8894a578c772876fc276115288,-82.93000694550574,-84.68059642799199,-83.80530168674886
2c46d43914b0c263e03ecf4abda66250ac12877b8ab91c846dab6c1e72e56422,-225.1783319413662,-228.0227970182896,-226.60056447982788
2c4d4a93eb77c5cb9b7b3aa99098618e1d963bb508974cddf1f76b1faf4c120c,-239.7131586074829,-244.9115280210972,-242.31234331429005
2c656dda427eaf582f929c5788a5ff031b8b45c6b7a7919f4cbd88fd5d4656b7,-242.52945601940155,-240.5519416630268,-241.54069884121415
2c6ffbb40fd81442beabea2b03f49fb6d3feb2ad8d0df79652b6312c5dd20d20,-262.03280544281006,-262.5860776901245,-262.3094415664673
2c75fd5deaf90021a3f0d1990ad0a8b6f26aa2b4c8eea47a88ba4afd21524e6a,-254.1648421287537,-258.9739466160536,-256.5693943724036
2c7baf179b7b224093bceb6dc34296ada8bf865606dea3240b2bfd48ef8a46bd,-234.3559230491519,-239.5982953161001,-236.977109182626
2c7c35438867d49167eafa39653eb5c915f10f740a2d4911c94b0f8473329915,-272.60880869627,-273.9006437659264,-273.2547262310982
2c84252152a76a195ddfe56410628dc5215a7f6db3f4ee853264486205e751fa,-248.96205779910088,-250.0396093428135,-249.5008335709572
2c872b22fdb31eb9ec93b13fd4d788e55416094fb066a4b4150ad5629b69b010,-138.87451914232224,-162.590268435888,-150.73239378910512
2c87d6cc2a6da998c50263ce44cfdfdbb57f4d1980c97d5c38d27157cf27f4bc,-265.3329784870148,-264.2831016778946,-264.8080400824547
2c8f8d6c064254063f07950fc00ef6b99fb3bd837113ce681fb7da7319945af6,-241.25127410888672,-245.16904735565183,-243.2101607322693
2c96d268248d81bbc2176951dc42ffafcafbd7eb95fb393982211df2feb5a8d0,-259.6645914912224,-261.95634627342224,-260.8104688823223
2c9bd4eb9a87b96aa69eb3e39de5fcfd7c0f04cd629beb6d831ae812f3a63e27,-268.89377278089523,-265.4488928318024,-267.1713328063488
2ca97c985a53bab48ad77f6b47b26c14c530251e8b9a6efff3de7464c362c3e5,-257.10429602861404,-255.57658419013023,-256.34044010937214
2cac96cf175ea15d875d70b2e0b7bd54b9d8f6d48872ee731939fb4fc5764550,-172.62037501484156,-166.5049363821745,-169.56265569850802
2cbc1539590c46b198fd97beea31d3147d53afb5aa6653112ac82dd8cae83d0e,-250.87225565314293,-254.4177744090557,-252.6450150310993
2cbc50df7191f52f39b958e765fcb1a6381819b1d1a242c1c42fd252e253f090,-245.109531596303,-245.2694210857153,-245.18947634100917
2cbfa0251546c92113317e7f4317d1ad76919629effa9b46075fc117b7b35829,-257.942675948143,-259.9136686325073,-258.9281722903252
2cc98dc72aa0bbe5be73050d0ce998a025a3bdb2a72ac1d7cdb3728d778a2eb1,-86.18682785495184,-77.68323446251452,-81.93503115873318
2ccd1d55258a7d025d2fe19368181b27fa41cf95f4eeed00d3512f9e6e69ac1b,-236.2423479855061,-238.99819999933243,-237.62027399241924
2ccf7910d7a58dedb39793c99c3489de289a2ae33150c9cd1f1b8856f3e29c5d,-266.9305577278137,-270.6331042051316,-268.7818309664726
2ccfeabd889b60ef7420998804a1ddf35267010d41481bc4376adf3196c2e3e9,-266.5974151492119,-266.63666927814484,-266.6170422136784
2cd509a511de198643d21a8b4ecfaced70c4783e5251eb752ef65e7fbace0f4b,-132.23822594759986,-128.36408726219088,-130.30115660489537
2cd9ac05894249d0286a44f11b33c193192792b92530f6e59573ddab58151fd0,-240.68043149262667,-247.7586514800787,-244.21954148635268
2cde510446d38eddddd4a57a266332fd084dcd99d7b0240ceabe1a04c6c65051,-237.73024900257587,-211.9320614114404,-224.83115520700807
2ce25be42195b616c07d351867972febe8355ec6d86b40b11959f7f3c842b2c7,-201.3263770826161,-197.54242246598005,-199.43439977429807
2ce40765e1eaf6bbe27dda7ea22fdf4bf7e0a09427f4305e5fefcc1c0bc533eb,-206.292336024344,-210.16898114979267,-208.23065858706832
2ce7fe9a6a4b7be48c38fea68877d00e4138c9f9323c9805aaf0dbc92ac4c889,-274.459889292717,-279.2149514555931,-276.83742037415504
2ce8f3ef8818c0a557f2e1110685e3cef95ed2b9ce35d2f8ad0f3a88a098614f,-242.0159180760384,-237.24693363904956,-239.63142585754397
2cf028286b0d6c42e9281a66f862099d10bd06871371e03a6225ef1f87bd6f5b,-281.0412726700306,-272.9395727813244,-276.9904227256775
2cf5dae491c4aa9deb60593fcf8732dbb15a0b502fd486c3ce13c7f3dc85f82b,-236.38800531625748,-237.96905770897865,-237.1785315126181
2cf645c31cf9c8a38a9f5b10f5bf58f27e9f92e2bad0aa03d6d600a4af3838a2,-259.3161341547966,-264.7984850406647,-262.05730959773064
2cf730c5dce76959a5411509eab06d3f0cb6df46724ee7e62f8834ece6114446,-285.1611398458481,-281.4320665001869,-283.2966031730175
2cfa3508ad7fb2528f4b08fb61c8990d7d150030d880b32e3764e7f1a1600e7f,-257.9508107304573,-256.2759662568569,-257.1133884936571
2d01fb10d89bb15edd4884917f626bebd8a6a594a552f0480bfd7a3e10e66270,-51.49721720488742,-50.10289786569774,-50.80005753529258
2d084a599672043a37f89128a4b23f246028e2236b96adfbd7e58643501eee1b,-248.06955303251743,-255.93943370878696,-252.0044933706522
2d0b4dd41c6a8d3c5aee08ec692f7087c63361267c08e7723c9f070f74f16405,-261.6147592663765,-257.8049362897873,-259.7098477780819
2d1def2b46343648373f01be26afb164cd8e72bf89e1499b3c06a61d43ef87c1,-225.27949357032776,-230.32009488344195,-227.79979422688484
2d1eb954170c2342302bd8969d962399310dbde4f5b05bbae777bf8074e6eb0d,-256.1573553085327,-257.390302836895,-256.77382907271385
2d30a0cad3b1072d7688fb36401e38a60684940b7e1ee73037ff853239fbc1ea,-247.2866135239601,-246.359760761261,-246.82318714261052
2d35d2e2f874d25e058f35283f5f50cb22c06eb274c58cb0952710e868af250e,-240.0299205482006,-230.80318044126037,-235.41655049473047
2d382c4ea9af75c531a2b9a014f8cc1a415bf800ee28db574eb02765ee67d569,-230.8460854291916,-234.6472748965025,-232.74668016284704
2d3a433865f048d4922c5beffdc13ec8f6c53e7383833ac29ab0341eb7555408,-135.404853454791,-135.77765879314393,-135.59125612396747
2d3b1bb047d02cbbe04d648501cbe29bd3c9447afdc8ea42e22d7e240fc9bf9f,-262.6636122763157,-265.281914293766,-263.97276328504086
2d3cd07e9eef8e702b5e6e3bf55774360b465dc06253cf38af7d2bee187ac727,-251.52192839980123,-250.20753845572472,-250.86473342776296
2d3d79bef24b36500a8796de3a731cfe42cb909a0ae3ebb433dd9d8bea8e8921,-280.00131970644,-277.0536195635796,-278.52746963500977
2d415c631a1a7caf4f6b5c1896ec2711d29e96f7a7b44157d1f538a8905a8c4a,-248.77003186941147,-247.71519762277603,-248.24261474609372
2d41ad620f902f6bdeee06566818d9be82377cd493ba1950000959bb337048ec,-272.4002195596695,-270.57893508672714,-271.4895773231983
2d42b81f0fb1b549247fe7f7b60c063678e7ff8fe7ad471b1f3e4cd5d3b967af,-263.4139153957367,-262.85662573575974,-263.1352705657482
2d44b49c15a70ebf55d65ad84f42af091f828c64d5d8e3364fd5ef8fce5472e7,-233.61512391269207,-232.62321811914444,-233.11917101591823
2d4e2bcd2bf51ada51dee4edac0cd8619eda46ad65fe8f1df7bf7b7120931db1,-278.59873592853546,-280.72880589962006,-279.66377091407776
2d54db49623a48f39303704f334b2b92796760f6fe3fb9d4d514bf3241b9131d,-245.1175718307495,-255.51708674430847,-250.317329287529
2d5e279e96e6d32e3e728b2056e45500b79a80aa6bb4bb02afb30e5c6668a454,-250.3723730146885,-252.1840808093548,-251.27822691202164
2d5e5841bb45fa4cbd30d192ee2f66bc1aac96e559eb3d4afdc9113ffc2d14c7,-269.6497210264206,-269.8308001756668,-269.7402606010437
2d600ba2bec5dd0de344774de6e7915a76575321ded45b2beb391780a2cd22ce,-273.4243063926697,-273.7354402542114,-273.5798733234405
2d601e5462e8a0c50910ca882a0f98e07618bd212d8982907f7684f8dd18c0e4,-246.7117726802826,-244.83043833076957,-245.77110550552607
2d602a650ca6f36462bd7ce64e6cd64bea77ceb60692d103173c65ec74e9e494,-212.52238497324288,-209.18121829256413,-210.85180163290352
2d63ee119e587e65ecb6ac63e832ab4ba308c710e07f16be38a2fd20b19b42e1,-237.92263251543045,-234.20491471886635,-236.0637736171484
2d68b5bc79085314e7493185026ec48d5f3ffd29642161d98b9c39183ad36185,-248.39877700805664,-255.26396676898003,-251.83137188851836
2d69db533eabbae49006edea677ec9a5b21c7f30b83f8dcc8126f624b13ed2a0,-256.2925003170967,-261.23598289489746,-258.7642416059971
2d6f50e59254a83c8e7d6cd4abf82c88f5ae2fe2a80a2315e37b6ab73ecbcbf6,-253.87482085824013,-252.60304859280583,-253.238934725523
2d711fce50b4cc1b53193bb22201e9bfcd3073bd63063ae320de585193633d7c,-240.5472981929779,-241.3377205133438,-240.9425093531609
2d72b3a17380770d50f9e4124f7c76209e8d8d7d2a9354b2d8ce6cd94c06d544,-127.21142799174412,-97.25416734814644,-112.23279766994528
2d734ca6698771e0b5d4216087227931bf7ddb375b3cd7a4368858a77e60d9c8,-261.96669363975525,-270.9204388856888,-266.443566262722
2d7bfb50201b79388ac581a54aca13a8028a226129544c30e4e94f32a3ea013c,-261.59754636883736,-257.7397156059742,-259.6686309874058
2d7e4104ab171e10e62a8cca32e569a1da033e728ad3c42f6fe5a0d33da6c7d4,-240.00884291529653,-238.8169106543064,-239.41287678480148
2d7ecf8a6dbffd229e06c95da325e3ef5017ec607a454a399b0aa3a5d6c3f28c,-259.06609603762627,-263.2890173494816,-261.1775566935539
2d82b847966abc9f30aa96b930338eac9ccece719ffc37ea817adc30a3ea00b5,-216.04413131345063,-220.68101618997756,-218.36257375171408
2d83ff793c2b709fd6c562b02f9ea1c9ffc57ad1c1e1c857d08ec4377832b117,-219.7980951815844,-221.9647231698036,-220.881409175694
2d8cc153e1f36604a4767a356febfeb469a2c321e3de356f58f56a300edabbd7,-261.0461220145225,-251.7719904780388,-256.40905624628067
2d95fe586a129c514d9bf9388111771dfec3d54781c72a7b270e6d4372c810e1,-227.7057330161333,-234.1186244040728,-230.91217871010303
2da22424fc4c4bf622e112edc4a724c39f37223f2c39bc07705376959ad6fb51,-242.69861483573916,-237.68874260783195,-240.19367872178557
2da4772816e4ab33563d1ed593f0bff0bbc522af4a7a3b1296bea94cef7c47be,-225.42433482408524,-228.01941135525703,-226.72187308967116
2db28df1b24b09ee469bacf429e270847c4123366f561946c0ef503af44ae87f,-248.34170046448708,-248.97057428956032,-248.6561373770237
