sequence_id,forward,reverse,score
0402f0f6ae98abda83d0954e3b61609106c27da678d7dd46875f0d4d987ab174,-264.6139705777168,-260.527394592762,-262.5706825852394
04080a33ba45ede552e54612695c6bafbd81328d547549c7cf99289f9cd9ed44,-249.85365626215932,-251.00441984832287,-250.4290380552411
04112148b938a0f6d82d0ddcf49502ee050550293fc3308303562c4f9dd7a219,-255.2493935227394,-253.0875267982483,-254.16846016049385
0411473e103c7563d19d16eeabb3b5a144d52005e17a52d56965df96acc771bc,-263.2457055449486,-263.0839966237545,-263.16485108435154
041305fd93351954a96128a7d2c3fc6a6b2f7ff79b879c45d55c0268a7b2174d,-266.7561459541321,-267.2523003220558,-267.00422313809395
04154d90add944a161cce6d7f1c72bb10cc6491559685f92e9178f06d9f64145,-260.8445161283016,-265.70742151141167,-263.27596881985664
0419ed4af2a783b7ad6f31cc16c9b76b344cfd542947ac1dc4e47fd1add207fc,-237.2527871914208,-231.7108559310436,-234.4818215612322
0421457259c07a02c6815ebc7ec64f6b808f3d858247db677b4add018fb8ecfa,-256.1505017578602,-257.4839567542076,-256.8172292560339
0421b3631ef9b19286b07a9a83970e4adeae96906071c00a301aee4324928a05,-242.1230066418648,-244.2265030741692,-243.17475485801697
0424a654a09661f5ce27c78cbffc83cdceb186d0f936d5bdd1b84e8f440950a0,-240.30923303961757,-238.8613827228546,-239.58530788123608
0436f8004043566d5150f9b18cdc138f6bb6136f3d18ff5cc149df6a13ea8db5,-256.81802970170975,-256.2314971685409,-256.5247634351253
043da4a1ea850563f92788cecffa20d2fd1a03324200b1fc78bd803efe28bb70,-265.761864066124,-260.2189701199532,-262.99041709303856
0442b75dd327da157a399fa18d7f3bb8c93050d8e6b9b045f13a11f04d977e63,-262.3160861134529,-267.18179535865784,-264.7489407360554
0447c6ab67126d801b28b5f5fc50096cf5e185ccb7724db51bbdf0f75d637092,-240.16059777140617,-232.39513429999352,-236.27786603569984
044af6e91d676ca42cd5efbe60a306cff0a82881f879d93ec5a1f328a5bef7c6,-238.22597834467888,-234.6248192414641,-236.4253987930715
04502a4e9c29b85ef9dfa051d839001692b15866c08d1fdbf42ca6e75c38c995,-262.5536675453186,-259.69686022400856,-261.1252638846636
045df337309593f3e5b87806079d9b4e06bd00dd747da29dc5e97d79bae908f7,-263.2955514788628,-266.9274895787239,-265.11152052879333
045e60265004872e5f4cb236db830b7583da03a1a77fd06e6c0445cad3233f54,-129.41384491696954,-129.96988458489068,-129.6918647509301
0470155a9888863418c28868a4e3c5f4c01f983bcf62cccc1a18320522bf325f,-161.89018472004682,-165.58540540840477,-163.7377950642258
047e4b87c0818529aeaf0e3dbb33f4fd7527baa79f924691e62d8b1daa418fce,-265.2731646299362,-265.0520204305649,-265.1625925302505
0486473c4594651d2565aee15d7887cc31f22761f1c71c3d3448930bcc0d6029,-256.04836571216583,-256.1766836643219,-256.11252468824387
048a5c961301e79ed18be80b14f6a6dc7be4b07c39b4a6a8698f37dc627bc02f,-250.92894461750984,-248.64815819263455,-249.7885514050722
048bce93e5b76c2e829fa2d9a1210367bff1560525e07bd7c6e53e9137bb786b,-262.7954182624817,-263.8043947815895,-263.2999065220356
048c0aa604e72054af798582bdce901c197e507e8c68a30b5bb3846e092a0f11,-89.2297028824687,-88.71531984442845,-88.97251136344858
0493636ebd5e2ab0f3e2d91ac41aa48dced0294b4676d53351b91e9b003304d3,-261.069596812129,-250.42238122224808,-255.74598901718852
04a359e991031025c0591589f34a4e860958aab60fe8fb4e3cc45fe9777c7a9a,-258.1737495958805,-261.8785418719053,-260.0261457338929
04a86372dfedbc619efc4a0797b133fed597cb4394f5b09c7075ebce2a9ff5c8,-233.0360433757305,-230.69334483146667,-231.8646941035986
04ab8d3aae4e858c18cc3d2e7506686c00becbb7ff25109b42332afc60567010,-263.8336507678032,-265.0518280863762,-264.4427394270897
04ac216761a39ef5973809791e4bd91daf097132e6713ec5f0a025af8d45dedc,-243.13186602294445,-240.79366280138493,-241.9627644121647
04acc092467e97bf9c0ff86b83480139787299017f9b39852916c7c165e341a7,-263.116179138422,-257.9456148147583,-260.53089697659016
04b7532af8bad0f2be5178aff59920edd8ce1996bea531b418ee144bd19915c1,-246.80039101839063,-249.61110350489616,-248.2057472616434
04bb5bfb1fe10d3278d3e8449f3fc35c3f3b1e9f25e1367e20d75e3258fa27d3,-241.24538093805316,-242.89061680436131,-242.06799887120724
04bcef708c8f8bf284d27fe04d0e1302fb812b7d4b91f708d9f36eb8f1a7b71f,-149.5792889809236,-156.47445309441537,-153.02687103766948
04c4bc52c839c91bb4d0b96e943d4a8a1287fab11ead0bae4b443f91fd2b2b35,-267.05712765455246,-264.38402354717255,-265.7205756008625
04c7790e9f8372707215175f6dfd52bf92dd9aecaae1916d05c51327935e4d3b,-218.1608772426844,-221.8561563938856,-220.008516818285
04c96a72d2153b6a0403f31cc81a8789045e3aff4eadc53e045c04bdc98e4fb0,-252.1666573882103,-251.63929802179337,-251.90297770500183
04cf5ce8673122b1134b8e33182b7871320c1cc5c172a4fa1649311e4fd23a69,-255.81798288226128,-255.67532989382744,-255.7466563880444
04d082000857e3ab1d4323eb28040598bdde15b96c1a08e4702fccba0da084a7,-261.26852095127106,-259.66827541589737,-260.4683981835842
04d704cb6855c498bd746b8322e2958e7788174de5d510bae57dca759dd5436b,-263.0515931248665,-263.70807752013206,-263.3798353224993
04d78977e50bf42bc0f172edd0258c06cfcfbde5b73376a4ee7fad3be9ef1fc9,-259.7245548963547,-259.0463277101517,-259.3854413032532
04f8e427a0df81d22c07d85655939414482b0e8c933eaa01ef541bb1eddbfd0c,-278.7080783247948,-280.23812133073807,-279.4730998277664
04fa1365a604b632394aec7a4704b31c35091600d0156fbbc20d80d281cd4d4e,-250.20511004328728,-244.04004192352292,-247.1225759834051
0500167abc97408f8823594c3deaf2e1ac40aa6b97c94f108e2cd852ecf45f14,-261.0719436407089,-272.5412849187851,-266.806614279747
